OrderID,OrderDate,OrderHour,City,Cuisine,OrderValueSEK,DeliveryTimeMin,DeliveryStatus,CustomerType
103066,2026-04-05,14,Stockholm,Thai,267.0,47.0,Late,New
104917,2026-04-30,17,Malmö,Indian,257.0,44.0,On time,New
101205,2026-03-11,13,Stockholm,Sushi,308.0,41.0,On time,New
100562,2026-03-02,12,Stockholm,Kebab,185.0,39.0,On time,Returning
106563,2026-05-22,9,Stockholm,Pizza,208.0,40.0,On time,New
107749,2026-06-07,13,Stockholm,Burgers,306.0,43.0,On time,New
108544,2026-06-18,13,Göteborg,Vegan,243.0,41.0,On time,New
102610,2026-03-30,17,Stockholm,Thai,201.0,52.0,Late,Returning
105026,2026-05-02,9,Göteborg,Vegan,342.0,44.0,On time,Returning
110814,2026-07-19,18,Göteborg,Pizza,205.0,49.0,Late,Returning
102571,2026-03-30,18,Göteborg,Burgers,246.0,33.0,On time,Returning
106280,2026-05-18,16,Stockholm,Thai,270.0,50.0,Late,Returning
110092,2026-07-09,9,Uppsala,Pizza,200.0,40.0,On time,New
113194,2026-08-19,15,Uppsala,Burgers,166.0,47.0,Late,New
105149,2026-05-03,11,Stockholm,Vegan,226.0,29.0,On time,Returning
104155,2026-04-19,11,Uppsala,Sushi,263.0,23.0,On time,Returning
101667,2026-03-17,20,Malmö,Pizza,368.0,33.0,On time,Returning
112508,2026-08-10,17,Stockholm,Vegan,228.0,35.0,On time,New
109982,2026-07-08,13,Stockholm,Thai,173.0,36.0,On time,New
107048,2026-05-29,14,Stockholm,Indian,285.0,58.0,Late,Returning
103682,2026-04-13,13,Stockholm,Kebab,204.0,33.0,On time,Returning
113214,2026-08-20,17,Unknown,Burgers,175.0,38.0,On time,Returning
113384,2026-08-22,17,Unknown,Kebab,225.0,22.0,On time,Returning
100447,2026-03-01,13,Göteborg,Salad,236.0,36.0,On time,Returning
103268,2026-04-08,12,Göteborg,Salad,236.0,24.0,On time,New
111969,2026-08-03,17,Stockholm,Pizza,202.0,40.0,On time,Returning
103305,2026-04-08,19,Malmö,Pizza,287.0,40.0,On time,Returning
112503,2026-08-10,11,Göteborg,Burgers,223.0,39.0,On time,New
111693,2026-07-30,11,Uppsala,Pizza,235.0,38.0,On time,Returning
102967,2026-04-04,12,Stockholm,Pizza,223.0,33.0,On time,New
105469,2026-05-07,12,Uppsala,Burgers,294.0,31.0,On time,Returning
103643,2026-04-12,11,Lund,Pizza,226.0,37.0,On time,Returning
111652,2026-07-30,14,Stockholm,Burgers,237.0,24.0,On time,Returning
106029,2026-05-15,16,Stockholm,Thai,318.0,38.0,On time,Returning
109395,2026-06-29,10,Lund,Thai,293.0,27.0,On time,New
110668,2026-07-17,11,Stockholm,Pizza,221.0,44.0,On time,Returning
106880,2026-05-26,18,Malmö,Pizza,312.0,27.0,On time,Returning
100370,2026-02-28,19,Göteborg,Sushi,198.0,40.0,On time,Returning
101768,2026-03-19,18,Stockholm,Burgers,249.0,41.0,On time,Returning
106363,2026-05-19,20,Uppsala,Vegan,183.0,48.0,Late,Returning
113507,2026-08-23,12,Malmö,Burgers,324.0,42.0,On time,New
104199,2026-04-20,18,Stockholm,Burgers,301.0,37.0,On time,Returning
111643,2026-07-30,18,Stockholm,Pizza,173.0,24.0,On time,New
110575,2026-07-16,19,Göteborg,Pizza,324.0,27.0,On time,Returning
110576,2026-07-16,19,Göteborg,Burgers,283.0,28.0,On time,Returning
107654,2026-06-06,16,Stockholm,Sushi,244.0,30.0,On time,New
113149,2026-08-19,17,Göteborg,Kebab,214.0,42.0,On time,Returning
112179,2026-08-06,19,Stockholm,Pizza,334.0,35.0,On time,Returning
100140,2026-02-24,13,Lund,Sushi,246.0,47.0,Late,Returning
103757,2026-04-14,10,Stockholm,Indian,237.0,35.0,On time,Returning
112926,2026-08-16,15,Göteborg,Indian,306.0,23.0,On time,Returning
110342,2026-07-12,16,Lund,Burgers,254.0,35.0,On time,Returning
106231,2026-05-17,20,Lund,Indian,292.0,29.0,On time,Returning
108732,2026-06-20,15,Stockholm,Burgers,272.0,40.0,On time,New
108109,2026-06-12,12,Stockholm,Sushi,230.0,31.0,On time,Returning
104790,2026-04-28,15,Lund,Pizza,227.0,37.0,On time,New
100495,2026-03-01,15,Stockholm,Indian,227.0,36.0,On time,Returning
102742,2026-04-01,10,Stockholm,Pizza,292.0,34.0,On time,Returning
106070,2026-05-16,11,Göteborg,Burgers,268.0,29.0,On time,Returning
107486,2026-06-03,18,Lund,Sushi,191.0,32.0,On time,Returning
106378,2026-05-20,10,Göteborg,Pizza,250.0,48.0,Late,Returning
106251,2026-05-18,19,Göteborg,Pizza,382.0,20.0,On time,Returning
104543,2026-04-25,12,Stockholm,Burgers,131.0,21.0,On time,Returning
109611,2026-07-03,13,Göteborg,Indian,270.0,37.0,On time,Returning
111558,2026-07-28,12,Lund,Burgers,279.0,40.0,On time,Returning
103712,2026-04-13,12,Malmö,Kebab,286.0,51.0,Late,New
105942,2026-05-14,11,Stockholm,Kebab,243.0,47.0,Late,Returning
110461,2026-07-14,17,Stockholm,Salad,232.0,37.0,Unknown,Returning
107630,2026-06-06,12,Göteborg,Burgers,295.0,37.0,On time,Returning
104743,2026-04-28,20,Göteborg,Pizza,244.0,46.0,Late,New
107006,2026-05-28,16,Stockholm,Indian,246.0,15.0,On time,Returning
100152,2026-02-25,9,Göteborg,Indian,252.0,38.0,On time,New
105017,2026-05-02,10,Göteborg,Pizza,287.0,33.0,On time,Returning
110031,2026-07-09,12,Göteborg,Indian,242.0,44.0,On time,Returning
109210,2026-06-27,10,Stockholm,Indian,124.0,37.0,On time,Returning
104229,2026-04-20,20,Uppsala,Indian,217.0,45.0,On time,New
108796,2026-06-21,13,Stockholm,Kebab,288.0,45.0,On time,Returning
109657,2026-07-03,13,Uppsala,Burgers,297.0,27.0,On time,Returning
110000,2026-07-08,11,Stockholm,Kebab,249.0,29.0,On time,Returning
112185,2026-08-06,17,Stockholm,Thai,151.0,15.0,On time,Returning
110400,2026-07-13,18,Malmö,Vegan,280.0,35.0,On time,Returning
109764,2026-07-05,23,Stockholm,Burgers,223.0,39.0,On time,New
102366,2026-03-27,17,Stockholm,Salad,251.0,43.0,On time,New
113442,2026-08-23,20,Göteborg,Kebab,204.0,50.0,Late,Returning
101773,2026-03-19,16,Stockholm,Indian,113.0,49.0,Late,Returning
106987,2026-05-28,19,Göteborg,Sushi,190.0,51.0,Late,Returning
111321,2026-07-25,21,Malmö,Sushi,162.0,33.0,On time,Returning
112479,2026-08-09,9,Uppsala,Burgers,283.0,39.0,On time,New
101765,2026-03-19,11,Göteborg,Pizza,259.0,49.0,Late,New
103872,2026-04-16,12,Göteborg,Pizza,324.0,44.0,On time,Returning
104138,2026-04-19,11,Malmö,Sushi,245.0,50.0,Late,New
106164,2026-05-17,12,Stockholm,Kebab,316.0,37.0,On time,New
100023,2026-02-23,11,Stockholm,Pizza,194.0,46.0,Late,New
112213,2026-08-06,16,Uppsala,Pizza,137.0,34.0,On time,Returning
100728,2026-03-04,21,Malmö,Kebab,176.0,25.0,On time,Returning
101827,2026-03-20,17,Göteborg,Pizza,242.0,51.0,Late,Returning
111363,2026-07-26,14,Stockholm,Thai,224.0,15.0,On time,New
100739,2026-03-04,16,Lund,Sushi,339.0,42.0,On time,Returning
107268,2026-05-31,16,Lund,Burgers,194.0,43.0,On time,Returning
101240,2026-03-11,19,Uppsala,Pizza,178.0,36.0,On time,Returning
102809,2026-04-02,20,Göteborg,Indian,276.0,35.0,On time,New
111648,2026-07-30,14,Stockholm,Burgers,205.0,36.0,On time,Returning
103719,2026-04-13,12,Uppsala,Kebab,258.0,40.0,On time,Returning
109857,2026-07-06,12,Malmö,Sushi,250.0,48.0,Late,Returning
106763,2026-05-25,20,Göteborg,Sushi,224.0,29.0,On time,Returning
105427,2026-05-07,11,Unknown,Thai,229.0,250.0,Unknown,Returning
108426,2026-06-16,12,Unknown,Indian,237.0,37.0,On time,New
107435,2026-06-03,14,Stockholm,Vegan,204.0,38.0,On time,Returning
109208,2026-06-27,13,Stockholm,Vegan,150.0,38.0,On time,Returning
101888,2026-03-21,13,Göteborg,Kebab,303.0,46.0,Late,Returning
101295,2026-03-12,18,Stockholm,Indian,194.0,32.0,On time,Returning
108637,2026-06-19,12,Stockholm,Pizza,157.0,28.0,On time,Returning
105523,2026-05-08,12,Malmö,Pizza,290.0,45.0,On time,New
110274,2026-07-12,17,Göteborg,Burgers,208.0,48.0,Late,Returning
103045,2026-04-05,20,Stockholm,Pizza,296.0,33.0,On time,New
106595,2026-05-22,16,Lund,Burgers,210.0,43.0,On time,New
109566,2026-07-02,11,Stockholm,Pizza,182.0,36.0,On time,New
101750,2026-03-19,21,Göteborg,Thai,200.0,36.0,On time,Returning
108817,2026-06-21,12,Unknown,Thai,263.0,55.0,Late,New
112173,2026-08-06,12,Stockholm,Burgers,182.0,36.0,On time,Returning
109200,2026-06-27,19,Stockholm,Sushi,206.0,57.0,Late,Returning
102784,2026-04-01,17,Uppsala,Burgers,388.0,50.0,Late,Returning
112001,2026-08-03,18,Lund,Thai,301.0,38.0,On time,New
108868,2026-06-22,19,Stockholm,Indian,238.0,47.0,Late,Returning
112375,2026-08-08,12,Malmö,Burgers,239.0,52.0,Late,Returning
107607,2026-06-05,18,Uppsala,Pizza,240.0,35.0,On time,Returning
112115,2026-08-05,12,Stockholm,Indian,342.0,31.0,On time,Returning
103198,2026-04-07,9,Stockholm,Vegan,269.0,42.0,On time,New
106025,2026-05-15,18,Stockholm,Thai,319.0,33.0,On time,Returning
105739,2026-05-11,15,Göteborg,Burgers,243.0,42.0,On time,New
104621,2026-04-26,13,Stockholm,Burgers,218.0,48.0,Late,Returning
109102,2026-06-26,14,Stockholm,Burgers,205.0,46.0,Late,Returning
112485,2026-08-09,19,Lund,Vegan,270.0,40.0,On time,New
112545,2026-08-10,13,Malmö,Burgers,264.0,42.0,On time,Returning
112114,2026-08-05,13,Stockholm,Pizza,244.0,36.0,On time,New
103931,2026-04-17,11,Göteborg,Pizza,249.0,45.0,On time,Returning
104697,2026-04-27,20,Stockholm,Burgers,232.0,28.0,On time,New
100379,2026-02-28,12,Göteborg,Sushi,227.0,39.0,On time,Returning
100841,2026-03-06,17,Stockholm,Thai,243.0,57.0,Late,Returning
110407,2026-07-13,19,Uppsala,Kebab,280.0,38.0,On time,New
110358,2026-07-13,12,Göteborg,Thai,181.0,31.0,On time,New
103328,2026-04-09,13,Göteborg,Kebab,326.0,30.0,On time,Returning
107112,2026-05-30,16,Göteborg,Indian,151.0,39.0,On time,Returning
108873,2026-06-22,14,Stockholm,Salad,248.0,47.0,Late,Returning
104360,2026-04-22,19,Malmö,Pizza,276.0,20.0,On time,Returning
110892,2026-07-20,10,Göteborg,Kebab,292.0,22.0,On time,New
103043,2026-04-05,13,Stockholm,Pizza,304.0,18.0,On time,Returning
104506,2026-04-24,12,Uppsala,Sushi,212.0,41.0,On time,Returning
113288,2026-08-21,19,Göteborg,Indian,225.0,43.0,On time,Returning
105254,2026-05-04,12,Malmö,Kebab,173.0,46.0,Late,Returning
109558,2026-07-02,18,Unknown,Pizza,205.0,36.0,On time,New
101327,2026-03-13,19,Göteborg,Pizza,251.0,30.0,On time,New
107875,2026-06-09,11,Göteborg,Thai,306.0,39.0,On time,New
101803,2026-03-19,20,Malmö,Kebab,251.0,34.0,On time,New
108336,2026-06-15,18,Stockholm,Pizza,176.0,20.0,On time,Returning
110830,2026-07-19,19,Stockholm,Pizza,246.0,32.0,On time,Returning
100194,2026-02-25,17,Malmö,Sushi,350.0,38.0,On time,Returning
112352,2026-08-08,20,Stockholm,Pizza,278.0,39.0,On time,Returning
110190,2026-07-11,18,Stockholm,Sushi,260.0,39.0,On time,Returning
107064,2026-05-29,17,Stockholm,Indian,338.0,38.0,On time,New
106608,2026-05-23,20,Göteborg,Sushi,323.0,25.0,On time,Returning
110935,2026-07-20,19,Malmö,Pizza,263.0,48.0,Late,New
112379,2026-08-08,18,Malmö,Burgers,231.0,35.0,On time,New
103319,2026-04-08,19,Uppsala,Thai,160.0,26.0,On time,Returning
105539,2026-05-08,10,Uppsala,Burgers,233.0,50.0,Late,Returning
104383,2026-04-23,13,Göteborg,Pizza,222.0,41.0,On time,Returning
111581,2026-07-29,16,Unknown,Burgers,306.0,45.0,On time,Returning
112736,2026-08-13,14,Malmö,Kebab,208.0,39.0,On time,New
102956,2026-04-04,21,Stockholm,Thai,288.0,36.0,On time,Returning
107227,2026-05-31,19,Stockholm,Burgers,235.0,32.0,On time,New
104735,2026-04-28,16,Göteborg,Vegan,301.0,36.0,On time,Returning
105035,2026-05-02,9,Stockholm,Burgers,229.0,30.0,On time,New
109922,2026-07-07,9,Stockholm,Pizza,271.0,33.0,On time,Returning
101644,2026-03-17,19,Stockholm,Salad,309.0,36.0,On time,Returning
110657,2026-07-17,19,Göteborg,Kebab,268.0,24.0,On time,New
105437,2026-05-07,15,Stockholm,Burgers,285.0,30.0,On time,Returning
109527,2026-07-01,13,Lund,Sushi,221.0,37.0,On time,New
105830,2026-05-12,17,Malmö,Sushi,248.0,19.0,On time,Returning
111897,2026-08-02,20,Stockholm,Thai,258.0,33.0,On time,Returning
106014,2026-05-15,13,Stockholm,Indian,317.0,37.0,On time,New
102778,2026-04-01,9,Malmö,Thai,203.0,43.0,On time,Returning
103284,2026-04-08,11,Stockholm,Pizza,211.0,34.0,On time,Returning
106983,2026-05-28,19,Göteborg,Pizza,230.0,41.0,On time,New
106467,2026-05-21,20,Stockholm,Thai,289.0,38.0,On time,Returning
106903,2026-05-27,14,Göteborg,Sushi,167.0,25.0,On time,Returning
102714,2026-03-31,12,Lund,Burgers,254.0,56.0,Late,New
106884,2026-05-26,17,Malmö,Sushi,254.0,38.0,On time,Returning
105242,2026-05-04,18,Stockholm,Burgers,161.0,34.0,On time,Returning
110042,2026-07-09,10,Göteborg,Burgers,275.0,24.0,On time,Returning
100573,2026-03-02,14,Stockholm,Sushi,231.0,40.0,On time,Returning
102477,2026-03-28,10,Lund,Indian,215.0,46.0,Late,Returning
108401,2026-06-16,17,Göteborg,Vegan,290.0,26.0,On time,Returning
110746,2026-07-18,17,Stockholm,Kebab,183.0,43.0,On time,Returning
111871,2026-08-02,11,Göteborg,Pizza,236.0,45.0,On time,New
111623,2026-07-30,11,Göteborg,Burgers,283.0,51.0,Late,New
110712,2026-07-18,20,Göteborg,Sushi,244.0,41.0,On time,Returning
111593,2026-07-29,19,Stockholm,Burgers,213.0,38.0,On time,Returning
105866,2026-05-13,12,Unknown,Indian,249.0,39.0,On time,Returning
101733,2026-03-18,13,Malmö,Pizza,125.0,36.0,On time,New
101980,2026-03-22,12,Stockholm,Burgers,224.0,31.0,On time,New
108158,2026-06-13,18,Göteborg,Pizza,243.0,36.0,On time,Returning
112853,2026-08-15,21,Stockholm,Burgers,292.0,30.0,On time,Returning
112204,2026-08-06,9,Malmö,Sushi,190.0,34.0,On time,Returning
107757,2026-06-07,13,Stockholm,Pizza,292.0,30.0,On time,Returning
105102,2026-05-03,22,Göteborg,Burgers,330.0,48.0,Late,Returning
101163,2026-03-10,20,Malmö,Vegan,269.0,28.0,On time,New
109949,2026-07-07,15,Uppsala,Pizza,189.0,37.0,Unknown,Returning
105761,2026-05-11,10,Stockholm,Vegan,210.0,33.0,On time,Returning
103407,2026-04-10,14,Göteborg,Burgers,271.0,46.0,Late,Returning
104359,2026-04-22,20,Malmö,Sushi,256.0,47.0,Late,Returning
109961,2026-07-08,11,Göteborg,Kebab,239.0,45.0,On time,New
106553,2026-05-22,17,Stockholm,Indian,205.0,34.0,On time,New
108442,2026-06-16,10,Stockholm,Salad,172.0,29.0,On time,Returning
109605,2026-07-03,9,Göteborg,Sushi,243.0,29.0,On time,New
101061,2026-03-09,19,Göteborg,Sushi,163.0,37.0,Unknown,Returning
109676,2026-07-04,11,Göteborg,Thai,204.0,27.0,On time,Returning
110738,2026-07-18,13,Stockholm,Burgers,133.0,51.0,Late,Returning
104432,2026-04-23,19,Uppsala,Pizza,280.0,29.0,On time,Returning
110153,2026-07-10,16,Malmö,Pizza,232.0,37.0,On time,New
110331,2026-07-12,19,Uppsala,Burgers,317.0,47.0,Late,Returning
110838,2026-07-19,11,Stockholm,Thai,215.0,36.0,On time,Returning
111311,2026-07-25,13,Malmö,Indian,221.0,33.0,On time,Returning
112124,2026-08-05,20,Malmö,Pizza,225.0,41.0,On time,Returning
107656,2026-06-06,13,Stockholm,Pizza,265.0,34.0,On time,Returning
102697,2026-03-31,19,Malmö,Thai,286.0,36.0,On time,New
105416,2026-05-07,22,Göteborg,Vegan,206.0,44.0,On time,Returning
105517,2026-05-08,14,Stockholm,Thai,233.0,29.0,On time,Returning
105384,2026-05-06,19,Stockholm,Indian,210.0,36.0,On time,Returning
110837,2026-07-19,13,Stockholm,Sushi,325.0,26.0,On time,New
109049,2026-06-25,13,Stockholm,Vegan,240.0,22.0,On time,Returning
102476,2026-03-28,10,Lund,Pizza,187.0,42.0,On time,New
107959,2026-06-10,10,Stockholm,Vegan,324.0,34.0,On time,Returning
109649,2026-07-03,18,Stockholm,Salad,183.0,34.0,On time,New
102849,2026-04-02,21,Malmö,Salad,250.0,30.0,On time,Returning
113488,2026-08-23,12,Stockholm,Thai,251.0,50.0,Late,Returning
103846,2026-04-15,12,Malmö,Salad,277.0,51.0,Late,Returning
107251,2026-05-31,18,Uppsala,Burgers,205.0,29.0,On time,Returning
105788,2026-05-11,15,Malmö,Burgers,246.0,45.0,On time,New
112309,2026-08-08,11,Göteborg,Pizza,259.0,44.0,On time,New
111285,2026-07-25,10,Stockholm,Burgers,351.0,43.0,On time,Returning
105365,2026-05-06,13,Stockholm,Burgers,262.0,26.0,On time,Returning
101017,2026-03-08,11,Stockholm,Sushi,243.0,17.0,On time,New
107384,2026-06-02,15,Malmö,Kebab,234.0,51.0,Late,Returning
111101,2026-07-22,12,Uppsala,Pizza,235.0,42.0,On time,New
105742,2026-05-11,18,Göteborg,Sushi,247.0,45.0,On time,Returning
104000,2026-04-18,20,Göteborg,Kebab,269.0,41.0,On time,Returning
111813,2026-08-01,18,Stockholm,Indian,243.0,46.0,Late,New
108111,2026-06-12,18,Stockholm,Vegan,288.0,28.0,On time,Returning
100354,2026-02-27,10,Uppsala,Burgers,257.0,36.0,On time,Returning
105947,2026-05-14,20,Stockholm,Burgers,261.0,40.0,On time,Returning
111692,2026-07-30,11,Uppsala,Pizza,288.0,31.0,On time,Returning
100914,2026-03-07,12,Stockholm,Thai,259.0,41.0,On time,Returning
108771,2026-06-21,11,Göteborg,Kebab,295.0,38.0,On time,Returning
102160,2026-03-24,10,Stockholm,Pizza,225.0,42.0,On time,New
100926,2026-03-07,14,Stockholm,Kebab,295.0,46.0,Late,Returning
104561,2026-04-25,12,Stockholm,Salad,227.0,51.0,Late,Returning
101007,2026-03-08,16,Stockholm,Kebab,294.0,35.0,On time,Returning
109166,2026-06-27,19,Göteborg,Pizza,240.0,19.0,On time,Returning
100408,2026-02-28,18,Stockholm,Sushi,259.0,29.0,On time,Returning
107254,2026-05-31,13,Uppsala,Pizza,315.0,250.0,Unknown,New
108985,2026-06-24,11,Stockholm,Indian,246.0,38.0,On time,New
111855,2026-08-01,15,Lund,Kebab,299.0,17.0,On time,Returning
109596,2026-07-02,11,Lund,Burgers,135.0,23.0,On time,Returning
100151,2026-02-25,15,Göteborg,Burgers,259.0,57.0,Late,Returning
109984,2026-07-08,17,Stockholm,Sushi,239.0,34.0,On time,Returning
103375,2026-04-09,10,Stockholm,Vegan,331.0,19.0,On time,Returning
100324,2026-02-27,17,Stockholm,Thai,165.0,35.0,On time,Returning
112724,2026-08-13,19,Stockholm,Sushi,241.0,20.0,On time,Returning
112061,2026-08-04,10,Uppsala,Thai,363.0,22.0,On time,Returning
105698,2026-05-10,11,Malmö,Kebab,267.0,40.0,On time,Returning
102882,2026-04-03,20,Stockholm,Salad,289.0,47.0,Late,New
107152,2026-05-30,20,Malmö,Kebab,123.0,42.0,On time,Returning
103216,2026-04-07,11,Stockholm,Indian,228.0,40.0,On time,Returning
105414,2026-05-07,11,Göteborg,Burgers,274.0,35.0,On time,Returning
109361,2026-06-29,17,Stockholm,Burgers,357.0,49.0,Late,Returning
104922,2026-04-30,12,Malmö,Burgers,219.0,42.0,On time,Returning
102103,2026-03-23,10,Uppsala,Kebab,215.0,37.0,On time,Returning
108189,2026-06-13,11,Stockholm,Indian,301.0,37.0,On time,Returning
106086,2026-05-16,19,Stockholm,Sushi,220.0,39.0,On time,Returning
105456,2026-05-07,20,Stockholm,Thai,160.0,26.0,On time,Returning
109288,2026-06-28,18,Stockholm,Kebab,208.0,42.0,On time,Returning
106386,2026-05-20,13,Göteborg,Pizza,278.0,50.0,Late,Returning
102911,2026-04-03,13,Malmö,Burgers,231.0,39.0,On time,Returning
111204,2026-07-24,11,Stockholm,Burgers,323.0,26.0,On time,Returning
105599,2026-05-09,11,Stockholm,Kebab,204.0,36.0,On time,New
110929,2026-07-20,12,Stockholm,Salad,156.0,30.0,On time,New
108682,2026-06-19,10,Uppsala,Burgers,196.0,17.0,On time,New
110265,2026-07-12,19,Göteborg,Thai,217.0,27.0,On time,Returning
108402,2026-06-16,14,Unknown,Thai,203.0,32.0,On time,New
105514,2026-05-08,16,Unknown,Vegan,293.0,45.0,On time,New
107688,2026-06-06,23,Malmö,Kebab,247.0,45.0,On time,Returning
108054,2026-06-11,23,Malmö,Kebab,257.0,24.0,On time,New
102439,2026-03-28,12,Stockholm,Burgers,257.0,31.0,On time,New
113044,2026-08-17,20,Malmö,Indian,213.0,30.0,On time,Returning
101674,2026-03-17,18,Uppsala,Kebab,265.0,43.0,On time,New
102771,2026-04-01,13,Malmö,Salad,227.0,39.0,On time,New
104699,2026-04-27,12,Stockholm,Burgers,249.0,41.0,On time,New
113067,2026-08-18,12,Göteborg,Pizza,205.0,50.0,Late,Returning
111763,2026-07-31,18,Uppsala,Indian,269.0,32.0,On time,Returning
103810,2026-04-15,18,Göteborg,Kebab,317.0,42.0,On time,New
113240,2026-08-20,19,Stockholm,Thai,288.0,37.0,On time,Returning
104866,2026-04-30,18,Göteborg,Sushi,354.0,22.0,On time,Returning
102614,2026-03-30,19,Stockholm,Pizza,231.0,41.0,On time,New
102863,2026-04-03,13,Göteborg,Pizza,236.0,33.0,On time,New
112751,2026-08-13,13,Lund,Vegan,122.0,48.0,Late,Returning
101870,2026-03-20,17,Uppsala,Pizza,179.0,48.0,Late,Returning
110434,2026-07-14,17,Unknown,Sushi,302.0,41.0,On time,Returning
102618,2026-03-30,13,Malmö,Pizza,168.0,37.0,On time,New
110120,2026-07-10,13,Göteborg,Burgers,292.0,48.0,Late,Returning
105829,2026-05-12,22,Malmö,Indian,337.0,37.0,Unknown,Returning
113327,2026-08-21,17,Malmö,Thai,307.0,37.0,On time,Returning
104323,2026-04-22,12,Stockholm,Salad,144.0,22.0,On time,Returning
104774,2026-04-28,11,Malmö,Sushi,287.0,43.0,On time,New
102829,2026-04-02,17,Stockholm,Pizza,341.0,39.0,On time,New
100271,2026-02-26,11,Malmö,Burgers,187.0,43.0,On time,New
105229,2026-05-04,17,Stockholm,Kebab,319.0,41.0,On time,New
102081,2026-03-23,13,Stockholm,Thai,187.0,27.0,On time,Returning
110528,2026-07-15,23,Stockholm,Pizza,215.0,38.0,On time,New
100490,2026-03-01,11,Stockholm,Thai,350.0,41.0,On time,Returning
101819,2026-03-20,18,Göteborg,Burgers,225.0,34.0,On time,Returning
100104,2026-02-24,15,Stockholm,Burgers,264.0,37.0,Unknown,Returning
111277,2026-07-25,10,Stockholm,Burgers,244.0,54.0,Late,New
109228,2026-06-27,18,Malmö,Kebab,266.0,36.0,On time,Returning
110816,2026-07-19,20,Göteborg,Salad,253.0,47.0,Late,Returning
108660,2026-06-19,19,Malmö,Sushi,216.0,27.0,On time,New
107686,2026-06-06,17,Malmö,Kebab,198.0,32.0,On time,New
105877,2026-05-13,21,Stockholm,Thai,269.0,31.0,On time,Returning
112522,2026-08-10,20,Stockholm,Burgers,269.0,31.0,On time,New
101983,2026-03-22,17,Stockholm,Indian,284.0,42.0,On time,New
112848,2026-08-15,12,Stockholm,Pizza,273.0,34.0,On time,Returning
104353,2026-04-22,19,Malmö,Sushi,235.0,46.0,Late,New
106731,2026-05-24,18,Malmö,Thai,308.0,33.0,On time,Returning
100770,2026-03-05,14,Stockholm,Vegan,247.0,22.0,On time,Returning
109498,2026-07-01,19,Stockholm,Pizza,277.0,30.0,On time,Returning
