OrderID,OrderDate,OrderHour,City,Cuisine,OrderValueSEK,DeliveryTimeMin,DeliveryStatus,CustomerType
100166,25/02/2026,19,Stockholm,Salad,"257,0",31,On time,Returning
100814,6 Mar 2026,19,Göteborg,Burgers,235,45,Ontime,Returning
111931,2026-08-02,12,Uppsala ,Pizza,181,29,On time,Returning
108220,2026-06-13,23,Uppsala,Indian,140 kr,54,Late,New
104858,2026-04-29,19,Lund,Pizza,280.0,32,On time,New
107715,2026-06-07,18, Göteborg,Pizza,236.0,58,Late ,Returning
105905,13 May 2026,11,Uppsala,THAI,300,43,On time,Returning
102722,1 Apr 2026,17,Göteborg,Pizza,275 kr,51,Late, Returning
108473,2026-06-16,11,Lund ,Thai,238.0,15,on time ,Returning
108672,19/06/2026,16,Malmö,Indian,294,33,on time ,New
103066,05/04/2026,14,Stockholm,Thai ,267.0,47,Late, new
104917,2026-04-30,17,Malmö,Indian,257.0,44,On time,New
101205,2026-03-11,13,Stockholm,Sushi,308 SEK,41,ON TIME,New
100562,02.03.2026,12,Stockholm,KEBAB,185.0,39,On time,Returning
106563,2026-05-22,9,Stockholm,Pizza,208.0,40,on time ,New
107749,07/06/2026,13, Stockholm,Burgers,"306,0",43,ON TIME,New 
108544,2026-06-18,13,Göteborg,Vegan,243.0,41,On time,New
102610,30 Mar 2026,17,Stockholm,Thai,201.0,52,late, Returning
105026,2026-05-02,9,GÖTEBORG,Vegan,"342,0",44,On time,Returning
110814,2026-07-19,18,Göteborg,Pizza,205.0,49,Late,returning
102571,30 Mar 2026,18,Göteborg,burgers,246,33,On time,Returning
106280,2026-05-18,16,STOCKHOLM,thai,270.0,50,Late,Returning
110092,2026-07-09,9,uppsala,Pizza,200.0,40,On time,New
113194,2026-08-19,15,Uppsala,Burgers,166,47,Late, new
105149,2026-05-03,11,Stockholm,Vegan,226.0,29,On time,Returning
104155,2026-04-19,11,Uppsala,sushi,263 kr,23,On time,Returning
101667,2026-03-17,20, Malmö,Pizza,368 SEK,33,Ontime,Returning
112508,2026-08-10,17,Stockholm,Vegan,228 kr,35,On time,New
109982,2026-07-08,13,Sthlm,Thai,173.0,36,On time, new
107048,2026-05-29,14,Sthlm,Indian,285.0,58,Late,Returning
103682,13.04.2026,13,Stockholm,Kebab,204 kr,33,On time,Returning
113214,2026-08-20,17,,Burgers,175.0,38,On time,Returning 
113384,22 Aug 2026,17,,Kebab,"225,0",22,On time,Returning
100447,2026-03-01,13,GÖTEBORG,Salad,236 kr,36,ON TIME,Returning
103268,2026-04-08,12,Göteborg,Salad,236.0,24,On time,New
111969,2026-08-03,17,STOCKHOLM,Pizza,202.0,40,On time,Returning
103305,2026-04-08,19,Malmö,Pizza ,287,40,Ontime,Returning
112503,2026-08-10,11,Göteborg,BURGERS,223,39,On time,New
111693,30 Jul 2026,11,Uppsala,Pizza,235.0,38,On time,Returning
102967,2026-04-04,12,Stockholm,Pizza ,223,33,On time,New
105469,2026-05-07,12,Uppsala,Burgers,"294,0",31,On time,Returning
103643,12.04.2026,11,Lund,Pizza,226.0,37,On time,Returning
111652,2026-07-30,14,Stockholm ,Burgers,237.0,24,On Time,Returning
106029,15 May 2026,16,STOCKHOLM,Thai,"318,0",38,On time,Returning
109395,2026-06-29,10,Lund,Thai,"293,0",27,On time,New
110668,2026-07-17,11,Stockholm, Pizza,221 SEK,44,On time,Returning
106880,2026-05-26,18,MALMÖ,Pizza,312.0,27,on time ,Returning
100370,2026-02-28,19,Göteborg,SUSHI,198 kr,40,ON TIME,Returning
101768,2026-03-19,18,Stockholm,Burgers,"249,0",41,On time,Returning
106363,19/05/2026,20,Uppsala,Vegan,"183,0",48,Late,Returning
113507,2026-08-23,12,Malmö,Burgers ,324.0,42,On time,New
104199,20/04/2026,18,Stockholm,Burgers,301.0,37,On time,Returning
111643,2026-07-30,18,Stockholm,Pizza,173.0,24,ON TIME,new
110575,2026-07-16,19,Göteborg,Pizza,324.0,27,On time,Returning
110576,2026-07-16,19,Göteborg,Burgers,283.0,28,On time,returning
107654,06/06/2026,16,Stockholm,SUSHI,244 SEK,30,On time,New
113149,2026-08-19,17,göteborg,Kebab,214.0,42,On time,Returning
112179,6 Aug 2026,19,Stockholm,Pizza,334 SEK,35,On time,Returning
100140,2026-02-24,13,Lund,Sushi ,246.0,47,late,Returning
103757,14.04.2026,10, Stockholm,Indian,237 kr,35,ON TIME,Returning
112926,16.08.2026,15,Gbg,Indian,306.0,23,On time,Returning
110342,12 Jul 2026,16,Lund,Burgers,254,35,On time,Returning
106231,2026-05-17,20,Lund,Indian ,292,29,ON TIME,Returning
108732,2026-06-20,15,Stockholm ,Burgers,272 SEK,40,Ontime,New
113507,23/08/2026,12,Malmö,Burgers,324.0,42,On time,New
108109,2026-06-12,12,stockholm,Sushi,230.0,31,On time,Returning
104790,2026-04-28,15,Lund,Pizza,227 SEK,37,On time,New
100495,01.03.2026,15,Stockholm ,Indian,227.0,36,on time,Returning
102742,1 Apr 2026,10,Stockholm,Pizza,292,34,ON TIME,Returning
106070,2026-05-16,11,Göteborg,Burgers,268.0,29,On Time,Returning
107486,3 Jun 2026,18,Lund,Sushi,191.0,32,On time,Returning
106378,2026-05-20,10,Göteborg,PIZZA,250,48,Late,Returning
106251,2026-05-18,19,Göteborg,Pizza,382,20,on time,Returning
104543,2026-04-25,12,Stockholm,Burgers,131,21,On time,Returning
109611,03.07.2026,13,göteborg,Indian,270.0,37,On time,Returning
111558,28 Jul 2026,12,Lund ,Burgers,"279,0",40,on time ,Returning
103712,13.04.2026,12,malmö,kebab,SEK 286,51,Late,new
105942,2026-05-14,11, Stockholm,Kebab,243.0,47,LATE,Returning
110461,14/07/2026,17,Stockholm,Salad,232.0,999,,Returning
107630,2026-06-06,12,Göteborg,Burgers,295.0,37,On time,Returning
104743,2026-04-28,20,Göteborg,Pizza,"244,0",46,Late,new
107006,28/05/2026,16,Stockholm,Indian,246.0,15,On time, Returning
100152,25 Feb 2026,9,Göteborg ,Indian,252,38,On time,New
105017,02/05/2026,10,Göteborg,Pizza,287.0,33,On time,Returning
110031,9 Jul 2026,12,Göteborg,Indian,242,44,Ontime,Returning
109210,2026-06-27,10,STOCKHOLM,Indian ,124 kr,37,On time,Returning
104229,2026-04-20,20,Uppsala,Indian,217.0,45,On time,New
108796,21.06.2026,13,Stockholm,Kebab,288.0,45,On time,Returning
109657,2026-07-03,13, Uppsala,Burgers,297.0,27,On time,Returning
110000,8 Jul 2026,11,Stockholm,Kebab,249.0,29,On time, Returning
112185,2026-08-06,17,Stockholm,Thai,151.0,15,On time,Returning
110400,2026-07-13,18,Malmö,Vegan,280 kr,35,On time,Returning
109764,05.07.2026,23,Stockholm,Burgers,223.0,39,On time,New
102366,27/03/2026,17,Stockholm,Salad,251.0,43,On time,New
113442,2026-08-23,20,Göteborg,Kebab,204.0,50,Late,Returning
101773,2026-03-19,16,Stockholm ,Indian,113.0,49,Late,Returning
106987,2026-05-28,19,Göteborg,Sushi,190 SEK,51, late,Returning
111321,2026-07-25,21,Malmö,sushi,162.0,33,On time,Returning
112479,09.08.2026,9,uppsala,Burgers,283.0,39,On time, new
101765,2026-03-19,11,Göteborg,Pizza,259.0,49,LATE,New
103872,2026-04-16,12,Göteborg,Pizza,SEK 324,44,On time,RETURNING
104138,19 Apr 2026,11,Malmö,Sushi,245 kr,50,Late,new
106164,17 May 2026,12,Stockholm,Kebab,316.0,37,On time,New
100023,2026-02-23,11,Stockholm, Pizza,194,46,Late,new
112213,06.08.2026,16,Uppsala,Pizza,"137,0",34,On time,Returning
100728,2026-03-04,21,Malmö,Kebab,"176,0",25,On time,Returning
101827,2026-03-20,17,Göteborg,Pizza,242.0,51,Late,Returning
111363,26.07.2026,14,Stockholm,Thai,"224,0",15,On time,New
100739,2026-03-04,16,Lund,sushi,339,42,On time,returning
107268,31/05/2026,16, Lund,Burgers,194.0,43,Ontime,Returning
101240,2026-03-11,19,Uppsala,Pizza,178.0,36,On time,Returning
102809,02.04.2026,20,Göteborg,Indian,276.0,35,Ontime,New
111648,2026-07-30,14,Sthlm,Burgers,205.0,36,On time,Returning
103719,2026-04-13,12,Uppsala,Kebab,258.0,40,On time,returning
109857,06.07.2026,12,Malmö,Sushi,250 kr,48,LATE,Returning
106763,25.05.2026,20,Göteborg,Sushi,224 kr,29,ON TIME,Returning
105427,07.05.2026,11,,thai,229.0,250,,Returning
108426,2026-06-16,12,,Indian,237.0,37,On Time,New
107435,2026-06-03,14,Stockholm,vegan,204,38,On time,Returning
109208,2026-06-27,13,Stockholm,Vegan,150.0,38,On time,Returning 
101888,2026-03-21,13,Göteborg,Kebab,303.0,46,Late,Returning
101295,2026-03-12,18,Stockholm,Indian,"194,0",32,On time,Returning
108637,19 Jun 2026,12,Stockholm,Pizza,157.0,28,On time,Returning
105523,2026-05-08,12,Malmö,Pizza,290.0,45,On time,New
110274,2026-07-12,17,Göteborg,Burgers,"208,0",48,Late,Returning
103045,05.04.2026,20,Stockholm,Pizza,296,33,On time,New
106595,22/05/2026,16,Lund,Burgers,210.0,43,On time,New
109566,2026-07-02,11,Stockholm,Pizza,182,36,On time,New
101750,19.03.2026,21,Göteborg,Thai,200 SEK,36,On time,Returning
108817,21.06.2026,12,,Thai,263.0,55,Late,New
112173,2026-08-06,12,Stockholm ,Burgers,182,36,On time,Returning
109200,27 Jun 2026,19,Stockholm,Sushi,206.0,57,Late,Returning
102784,01/04/2026,17,Uppsala,Burgers,388.0,50,Late,Returning
112001,3 Aug 2026,18,Lund,Thai,301.0,38,On time,New
108868,2026-06-22,19,Stockholm,Indian,238.0,47,Late,Returning
112375,2026-08-08,12, Malmö,Burgers,239.0,52,Late,Returning
107607,5 Jun 2026,18, Uppsala,Pizza,"240,0",35,On time,Returning
112115,2026-08-05,12,Stockholm,Indian,342.0,31,On time,returning
103198,2026-04-07,9,Stockholm, Vegan,269 kr,42,On time,New
106025,2026-05-15,18,Stockholm ,Thai,319.0,33,On time,RETURNING
105739,11.05.2026,15,Göteborg,Burgers ,243 kr,42,Ontime,New
104621,2026-04-26,13,Stockholm,Burgers,218.0,48,Late,returning
109102,26/06/2026,14,Stockholm,Burgers,205.0,46,Late,Returning
112485,2026-08-09,19,Lund,Vegan,"270,0",40,On time,New
112545,10.08.2026,13,Malmö,Burgers,"264,0",42,On time,Returning
112114,2026-08-05,13,Stockholm,Pizza,244.0,36,on time,New
103931,17.04.2026,11,Göteborg,Pizza,249.0,45,Ontime,Returning
104697,27.04.2026,20,Stockholm,Burgers,232,28,On time,New
100379,2026-02-28,12,Göteborg,Sushi,227,39,ON TIME,Returning
100841,2026-03-06,17,Stockholm,Thai,243.0,57,Late,Returning
110407,13.07.2026,19, Uppsala,Kebab,"280,0",38,On time,New
110358,13 Jul 2026,12,Göteborg,Thai,181.0,31,On time,New
103328,2026-04-09,13,Göteborg,Kebab,326.0,30,On time,Returning
107112,2026-05-30,16,Göteborg,Indian,151,39,On time,Returning
108873,22.06.2026,14,Stockholm,Salad,SEK 248,47,Late,Returning
104360,22 Apr 2026,19,Malmö, Pizza,276.0,20,Ontime,Returning
110892,2026-07-20,10,Göteborg,Kebab,292.0,22,On time,New
103043,2026-04-05,13,Sthlm,Pizza,304.0,18,On time,Returning
104506,2026-04-24,12,Uppsala,Sushi,212,41,On time,Returning
113288,21.08.2026,19,Göteborg,Indian,225.0,43,On time, Returning
105254,04.05.2026,12, Malmö,Kebab,173.0,46,Late,Returning
109558,2026-07-02,18,,Pizza,205.0,36,On time,New
101327,2026-03-13,19,Göteborg,pizza,251 kr,30,On time,New
107875,2026-06-09,11,Göteborg,Thai,306.0,39,Ontime,New
101803,2026-03-19,20,Malmö,Kebab,251,34,On time,New
108336,15/06/2026,18,Stockholm,Pizza,176.0,20,On time,Returning
110830,19 Jul 2026,19,Stockholm,Pizza,246.0,32,On time,Returning
100194,2026-02-25,17,malmö,Sushi,350.0,38,On time,Returning
112352,2026-08-08,20,STOCKHOLM, Pizza,278.0,39,On time,Returning
110190,2026-07-11,18,Stockholm ,SUSHI,260.0,39,On time,Returning
107064,29 May 2026,17,Stockholm,Indian,338.0,38,On time,New
106608,2026-05-23,20,Gbg,Sushi,323.0,25,On time,Returning
110935,2026-07-20,19,Malmö,Pizza,263.0,48, late,New
112379,08/08/2026,18,Malmö,Burgers,231.0,35,ON TIME,New
103319,2026-04-08,19,Uppsala,Thai,160.0,26,On time,Returning
105539,08.05.2026,10,Uppsala,Burgers,233.0,50,Late, Returning
104383,2026-04-23,13,Göteborg,pizza,222.0,41,On time,Returning
111581,2026-07-29,16,,Burgers,306,45,On time,Returning
112736,13.08.2026,14,Malmö,KEBAB,208 SEK,39,on time, new
102956,04.04.2026,21,Stockholm,Thai,288,36,On time,Returning
107227,31 May 2026,19,Stockholm,Burgers,235.0,32,On time,New
104735,2026-04-28,16,Göteborg,Vegan,SEK 301,36,On time,Returning 
105035,2026-05-02,9,Stockholm,Burgers,SEK 229,30,On time,New
109922,2026-07-07,9,Stockholm,Pizza ,271.0,33,On time,Returning
101644,2026-03-17,19,Stockholm,Salad,309.0,36,ON TIME,Returning
110657,2026-07-17,19,Göteborg,Kebab,"268,0",24,On Time,New
105437,2026-05-07,15,Stockholm ,Burgers,SEK 285,30,On time,Returning
109527,2026-07-01,13,lund,Sushi,"221,0",37,On time,New
105830,2026-05-12,17,Malmö,sushi,248,19,On time,Returning
111897,2026-08-02,20,Stockholm,THAI,258,33,Ontime,Returning
106014,2026-05-15,13,Stockholm,Indian,SEK 317,37,on time, new
102778,01.04.2026,9,Malmö,thai,203.0,43,On time,Returning
103284,08/04/2026,11,Stockholm,Pizza,211.0,34,On time,Returning
106983,2026-05-28,19,Göteborg,Pizza,230 kr,41,On time,New
106467,2026-05-21,20,Stockholm,Thai,289.0,38,On time,Returning 
106903,27.05.2026,14,Göteborg, Sushi,167.0,25,On time,Returning
102714,2026-03-31,12,Lund,Burgers ,254.0,56,Late,new
106884,26 May 2026,17,Malmö,Sushi,254.0,38,On time,Returning
105242,2026-05-04,18,Stockholm,Burgers,161.0,34,On time,Returning
110042,9 Jul 2026,10,göteborg,Burgers,275,24,On time,Returning
100573,2026-03-02,14,Stockholm,Sushi,231.0,40,On time,Returning
102477,28 Mar 2026,10,Lund,Indian,215,46,late,Returning
108401,2026-06-16,17,Göteborg,VEGAN,290.0,26,on time,Returning
110746,2026-07-18,17,Stockholm,Kebab,183 SEK,43,On time,Returning
111871,2026-08-02,11,Göteborg ,Pizza,236,45,On time,New
111623,2026-07-30,11,Göteborg,Burgers,SEK 283,51,Late,New
110712,18/07/2026,20,Gbg,Sushi,244.0,41,On time, Returning
111593,2026-07-29,19,Stockholm,Burgers,213.0,38,On time,Returning
105866,2026-05-13,12,,Indian,"249,0",39,On time,Returning
101733,2026-03-18,13,Malmö,Pizza,125 kr,36,On time,New
101980,2026-03-22,12,Stockholm,Burgers,224.0,31,ON TIME, new
108158,13.06.2026,18,GÖTEBORG,PIZZA,243,36,On time,Returning
112853,15.08.2026,21,Stockholm,Burgers,292,30,On time,Returning
112204,2026-08-06,9,Malmö,Sushi,190.0,34,On time,Returning
107757,2026-06-07,13,Stockholm,Pizza,292,30,On time,Returning
105102,3 May 2026,22,Göteborg,Burgers,330.0,48,Late ,Returning
101163,2026-03-10,20,Malmö,Vegan,269.0,28,On time,New
109949,7 Jul 2026,15,Uppsala,Pizza,189 kr,999,,Returning
105761,2026-05-11,10,Sthlm,Vegan,210.0,33,On time,Returning
103407,2026-04-10,14, Göteborg,BURGERS,"271,0",46,Late,Returning
104359,2026-04-22,20,Malmö,Sushi,"256,0",47,Late,Returning 
109961,2026-07-08,11,Göteborg,Kebab,SEK 239,45,On time,new
106553,22 May 2026,17,Stockholm,Indian,205.0,34,On time,New
108442,2026-06-16,10,stockholm,salad,172.0,29,on time,Returning
109605,3 Jul 2026,9,Göteborg,sushi,243.0,29,On time,New
101061,2026-03-09,19,Göteborg,Sushi,163,-5,,Returning
109676,4 Jul 2026,11, Göteborg,Thai,204.0,27,on time,Returning 
110738,2026-07-18,13,Stockholm,BURGERS,"133,0",51,Late,Returning 
104432,2026-04-23,19,Uppsala,Pizza,280.0,29,Ontime,returning
110153,2026-07-10,16,Malmö,Pizza,232.0,37,On time,New
110331,2026-07-12,19,Uppsala,Burgers,317 kr,47,Late,Returning
110838,2026-07-19,11,Sthlm,Thai,215 kr,36,On time,Returning 
111311,2026-07-25,13,Malmö, Indian,221.0,33,On time,returning
112124,2026-08-05,20,Malmö,Pizza,225,41,On time,Returning
107656,2026-06-06,13,Stockholm,Pizza,265.0,34,ON TIME,returning
102697,2026-03-31,19,Malmö,Thai,"286,0",36,on time ,new
105416,7 May 2026,22,Göteborg,Vegan,206.0,44,On Time,Returning
105517,08/05/2026,14,stockholm,Thai,233.0,29,On time,Returning
105384,06.05.2026,19,Stockholm,Indian ,210.0,36,On time,Returning
110837,19/07/2026,13,Stockholm,Sushi,325.0,26,On time,New
109049,25/06/2026,13, Stockholm,Vegan,"240,0",22,Ontime,Returning
102476,2026-03-28,10,lund,Pizza,187.0,42,On time,New
107959,2026-06-10,10,Sthlm,Vegan,324.0,34,On time,Returning
109649,2026-07-03,18,Sthlm,Salad,183.0,34,Ontime,New
102849,2026-04-02,21,Malmö,salad,250.0,30,On time,Returning
113488,23.08.2026,12,Stockholm,Thai,"251,0",50,Late,Returning
103846,15.04.2026,12,Malmö,Salad,277.0,51,Late ,Returning
107251,2026-05-31,18,Uppsala, Burgers,"205,0",29,On time, Returning
105788,11.05.2026,15,Malmö,BURGERS,246 kr,45,On time,New
112309,8 Aug 2026,11,Göteborg,PIZZA,259.0,44,On time,New
111285,2026-07-25,10,Stockholm,Burgers,"351,0",43,On time,Returning
105365,2026-05-06,13,Stockholm,Burgers,262.0,26,On time,Returning
101017,08/03/2026,11,STOCKHOLM, Sushi,243.0,17,ON TIME,New
107384,2 Jun 2026,15,Malmö,Kebab,234.0,51,Late,Returning
111101,2026-07-22,12,Uppsala,PIZZA,235.0,42,On time,New
105742,2026-05-11,18,göteborg,Sushi,247.0,45,On time,Returning
104000,18 Apr 2026,20,Göteborg,Kebab,269.0,41,On Time,Returning
111813,01.08.2026,18,Stockholm,Indian,243 kr,46,LATE,New
108111,2026-06-12,18,Stockholm,Vegan,288.0,28,On time,Returning
100354,27/02/2026,10,Uppsala,Burgers ,257 SEK,36,On time,Returning
105947,2026-05-14,20,STOCKHOLM,Burgers,261.0,40,On time,Returning
111692,30/07/2026,11,Uppsala,Pizza,288,31,On time,Returning
100914,7 Mar 2026,12,Stockholm,Thai,259.0,41,On time,Returning
108771,21 Jun 2026,11,Göteborg,Kebab ,295.0,38,Ontime,Returning 
102160,24.03.2026,10,Sthlm,Pizza ,225.0,42,ON TIME,New
100926,07.03.2026,14, Stockholm,Kebab,295 SEK,46,Late ,RETURNING
104561,2026-04-25,12,Stockholm,Salad,227 SEK,51,Late,Returning
101007,08.03.2026,16,Stockholm,Kebab,294.0,35,On time,Returning
109166,2026-06-27,19,GÖTEBORG,Pizza,240,19,On time,Returning
100408,2026-02-28,18,Stockholm,Sushi,259,29,On time, Returning
107254,31 May 2026,13,Uppsala,Pizza,315,250,,New
108985,2026-06-24,11,Stockholm,INDIAN,246.0,38,ON TIME,New
111855,2026-08-01,15,lund,Kebab,299,17,On Time,Returning
109596,2026-07-02,11,Lund,Burgers,"135,0",23,On time,Returning
100151,2026-02-25,15, Göteborg,burgers,259.0,57,Late,Returning
109984,2026-07-08,17,Stockholm,Sushi,239.0,34,On time,Returning
103375,9 Apr 2026,10,Stockholm,Vegan,331.0,19,On time,Returning
100324,2026-02-27,17,Stockholm,Thai,165 SEK,35,On time,Returning
112724,13 Aug 2026,19,Stockholm,Sushi ,241.0,20,On time, Returning
112061,2026-08-04,10,Uppsala,Thai,363.0,22,on time, Returning
105698,2026-05-10,11,MALMÖ,Kebab,267.0,40,On Time,Returning 
102882,2026-04-03,20,Stockholm,Salad,289 kr,47,Late,New
107152,2026-05-30,20,Malmö,Kebab,"123,0",42,On time,Returning
103216,07.04.2026,11,Stockholm,Indian,228.0,40,Ontime,Returning
105414,07/05/2026,11,Göteborg,Burgers,274.0,35,Ontime,Returning
109361,2026-06-29,17, Stockholm,Burgers,"357,0",49,Late ,RETURNING
104922,2026-04-30,12,Malmö,Burgers,219.0,42,On time,Returning
102103,2026-03-23,10, Uppsala,Kebab,215.0,37,On time,Returning
108189,2026-06-13,11,Stockholm,Indian,SEK 301,37,On time,Returning
106086,2026-05-16,19,Stockholm,Sushi,220.0,39,On time,Returning
105456,2026-05-07,20,Stockholm,Thai,160.0,26,On time,RETURNING
109288,28 Jun 2026,18,Stockholm,Kebab,208.0,42,On time,Returning
106386,2026-05-20,13,Göteborg,PIZZA,"278,0",50,Late ,Returning
102911,03.04.2026,13,malmö,BURGERS,"231,0",39,On time,Returning
111204,2026-07-24,11, Stockholm,Burgers ,323.0,26,On time,Returning
105599,2026-05-09,11,Stockholm,Kebab,204,36,on time,NEW
110929,20/07/2026,12,Stockholm,Salad,156 SEK,30,On Time,New
108682,2026-06-19,10,uppsala, Burgers,"196,0",17,On time,New
110265,2026-07-12,19,göteborg,Thai,217.0,27,On time,Returning
108402,2026-06-16,14,,Thai,203.0,32,On time,New
105514,8 May 2026,16,,Vegan,293 kr,45,On time,New
107688,2026-06-06,23,Malmö,Kebab,247.0,45,On time,Returning
108054,2026-06-11,23,Malmö ,kebab,257.0,24,On time,New
102439,2026-03-28,12, Stockholm,BURGERS,257.0,31,On time,New
113044,2026-08-17,20,Malmö ,Indian,213 kr,30,On time,Returning
101674,2026-03-17,18, Uppsala,Kebab,265.0,43,On time,New
102771,2026-04-01,13,Malmö,Salad,227.0,39,On time,New
104699,2026-04-27,12,Stockholm,Burgers,249,41,On Time,NEW
113067,2026-08-18,12,Göteborg,Pizza,205.0,50,Late,Returning
111763,31 Jul 2026,18, Uppsala,Indian,269.0,32,On time,Returning
103810,15 Apr 2026,18,Göteborg,Kebab,317.0,42,On time,New
113240,2026-08-20,19,Stockholm,Thai,288.0,37,On time,Returning
104866,2026-04-30,18,Göteborg,Sushi,SEK 354,22,on time ,Returning
102614,2026-03-30,19,Stockholm,Pizza,231.0,41,On time,New
102863,2026-04-03,13,Göteborg,Pizza,236 kr,33,On Time,New
112751,2026-08-13,13,Lund ,Vegan,122.0,48,Late,Returning
101870,20 Mar 2026,17,Uppsala,Pizza,179.0,48,Late,Returning
110434,2026-07-14,17,,Sushi,302.0,41,On time,Returning
102618,2026-03-30,13,Malmö,Pizza,168.0,37,On time,New
110120,10.07.2026,13,Göteborg,BURGERS,292.0,48,Late,Returning
105829,2026-05-12,22,Malmö,Indian,337.0,0,,Returning
113327,2026-08-21,17,Malmö,Thai,307 SEK,37,On time,Returning
104323,22.04.2026,12,Stockholm,Salad,144.0,22,On time,Returning
104774,2026-04-28,11,MALMÖ,Sushi,287 SEK,43,On time,New
102829,2026-04-02,17,Stockholm,Pizza,341.0,39,ON TIME,New
100271,2026-02-26,11, Malmö,Burgers,187.0,43,On Time,New
105229,2026-05-04,17,Stockholm,Kebab,319,41,On time,New
102081,2026-03-23,13,Stockholm,Thai,187.0,27,On time,Returning
110528,15.07.2026,23,Stockholm,Pizza,215.0,38,On time,New
100490,1 Mar 2026,11, Stockholm,THAI,350.0,41,On time,Returning
101819,2026-03-20,18,Göteborg,burgers,225.0,34,On time,Returning
100104,24 Feb 2026,15,Stockholm,BURGERS,"264,0",-5,,Returning
111277,25.07.2026,10,Stockholm,Burgers,244.0,54,Late,New 
109228,2026-06-27,18,Malmö,Kebab,SEK 266,36,On time,Returning
110816,2026-07-19,20,Göteborg,Salad,253.0,47,Late,Returning
108660,2026-06-19,19,Malmö,Sushi ,216.0,27,On time,New
107686,2026-06-06,17,Malmö,Kebab,198.0,32,on time ,New
105877,13 May 2026,21,Stockholm,Thai,269.0,31,ON TIME,Returning
112522,10 Aug 2026,20,Stockholm,Burgers,269 kr,31,On time,New
101983,22.03.2026,17,Stockholm ,Indian,284 kr,42,On time,New
112848,2026-08-15,12,Stockholm,Pizza,273.0,34,On time,Returning
104353,2026-04-22,19,Malmö,sushi,235.0,46,Late,New
106731,2026-05-24,18,Malmö,Thai,308 kr,33,on time , Returning
100770,2026-03-05,14,Stockholm,vegan,247.0,22,On time,Returning
109498,2026-07-01,19,Stockholm,Pizza,277.0,30,On time,Returning
107197,2026-05-31,20,göteborg,Kebab,354.0,41,On time,Returning
107333,2 Jun 2026,11,Göteborg ,PIZZA,265.0,57,Late,Returning
108794,2026-06-21,11,Stockholm,Pizza,298.0,35,ON TIME,Returning
106375,2026-05-20,19,Göteborg,Pizza,265.0,25,On time,Returning
109981,2026-07-08,21,Stockholm,Kebab ,193 kr,52,Late,Returning
109074,25 Jun 2026,16,Malmö,Pizza,178.0,44,On time,New
106849,2026-05-26,20,Stockholm,Indian,295 SEK,34,On Time,New 
103869,2026-04-16,21,Göteborg,Burgers,"197,0",44,On time,New
104369,2026-04-22,13,Uppsala ,Thai,224.0,40,On time,New
111548,2026-07-28,19,Malmö,Vegan,273.0,42,On time,Returning
104180,2026-04-20,12,Göteborg,Burgers,170.0,45,On time,Returning
105268,04.05.2026,19,Uppsala ,Burgers,204 kr,38,On time,Returning
